NIR_No,Rows,year,test,loc,cross,plant_no,color,bar_code
NIR-07679,18,2021,LP HOLL 6,CAS,18,N16-1286,1,2021_CAS_LP HOLL 6_18_N16-1286_1_NIR-07679
NIR-07678,69,2021,LP HOLL 6,CAS,17,N19-1681,4,2021_CAS_LP HOLL 6_17_N19-1681_4_NIR-07678
NIR-07677,50,2021,LP HOLL 6,CAS,17,N19-1681,3,2021_CAS_LP HOLL 6_17_N19-1681_3_NIR-07677
NIR-07676,36,2021,LP HOLL 6,CAS,17,N19-1681,2,2021_CAS_LP HOLL 6_17_N19-1681_2_NIR-07676
NIR-07675,17,2021,LP HOLL 6,CAS,17,N19-1681,1,2021_CAS_LP HOLL 6_17_N19-1681_1_NIR-07675
NIR-07674,79,2021,LP HOLL 6,CAS,16,N19-1662,4,2021_CAS_LP HOLL 6_16_N19-1662_4_NIR-07674
NIR-07673,57,2021,LP HOLL 6,CAS,16,N19-1662,3,2021_CAS_LP HOLL 6_16_N19-1662_3_NIR-07673
NIR-07672,37,2021,LP HOLL 6,CAS,16,N19-1662,2,2021_CAS_LP HOLL 6_16_N19-1662_2_NIR-07672
NIR-07671,9,2021,LP HOLL 6,CAS,16,N19-1662,1,2021_CAS_LP HOLL 6_16_N19-1662_1_NIR-07671
NIR-07670,63,2021,LP HOLL 6,CAS,15,N19-1658,4,2021_CAS_LP HOLL 6_15_N19-1658_4_NIR-07670
NIR-07669,53,2021,LP HOLL 6,CAS,15,N19-1658,3,2021_CAS_LP HOLL 6_15_N19-1658_3_NIR-07669
NIR-07668,33,2021,LP HOLL 6,CAS,15,N19-1658,2,2021_CAS_LP HOLL 6_15_N19-1658_2_NIR-07668
NIR-07667,15,2021,LP HOLL 6,CAS,15,N19-1658,1,2021_CAS_LP HOLL 6_15_N19-1658_1_NIR-07667
NIR-07666,64,2021,LP HOLL 6,CAS,14,N19-1657,4,2021_CAS_LP HOLL 6_14_N19-1657_4_NIR-07666
NIR-07665,42,2021,LP HOLL 6,CAS,14,N19-1657,3,2021_CAS_LP HOLL 6_14_N19-1657_3_NIR-07665
NIR-07664,31,2021,LP HOLL 6,CAS,14,N19-1657,2,2021_CAS_LP HOLL 6_14_N19-1657_2_NIR-07664
NIR-07663,13,2021,LP HOLL 6,CAS,14,N19-1657,1,2021_CAS_LP HOLL 6_14_N19-1657_1_NIR-07663
NIR-07662,80,2021,LP HOLL 6,CAS,13,N19-1635,4,2021_CAS_LP HOLL 6_13_N19-1635_4_NIR-07662
NIR-07661,56,2021,LP HOLL 6,CAS,13,N19-1635,3,2021_CAS_LP HOLL 6_13_N19-1635_3_NIR-07661
NIR-07660,22,2021,LP HOLL 6,CAS,13,N19-1635,2,2021_CAS_LP HOLL 6_13_N19-1635_2_NIR-07660
NIR-07659,19,2021,LP HOLL 6,CAS,13,N19-1635,1,2021_CAS_LP HOLL 6_13_N19-1635_1_NIR-07659
NIR-07658,76,2021,LP HOLL 6,CAS,12,N19-1626,4,2021_CAS_LP HOLL 6_12_N19-1626_4_NIR-07658
NIR-07657,41,2021,LP HOLL 6,CAS,12,N19-1626,3,2021_CAS_LP HOLL 6_12_N19-1626_3_NIR-07657
NIR-07656,23,2021,LP HOLL 6,CAS,12,N19-1626,2,2021_CAS_LP HOLL 6_12_N19-1626_2_NIR-07656
NIR-07655,6,2021,LP HOLL 6,CAS,12,N19-1626,1,2021_CAS_LP HOLL 6_12_N19-1626_1_NIR-07655
NIR-07654,77,2021,LP HOLL 6,CAS,11,N19-1625,4,2021_CAS_LP HOLL 6_11_N19-1625_4_NIR-07654
NIR-07653,48,2021,LP HOLL 6,CAS,11,N19-1625,3,2021_CAS_LP HOLL 6_11_N19-1625_3_NIR-07653
NIR-07652,28,2021,LP HOLL 6,CAS,11,N19-1625,2,2021_CAS_LP HOLL 6_11_N19-1625_2_NIR-07652
NIR-07651,14,2021,LP HOLL 6,CAS,11,N19-1625,1,2021_CAS_LP HOLL 6_11_N19-1625_1_NIR-07651
NIR-07650,72,2021,LP HOLL 6,CAS,10,N19-1609,4,2021_CAS_LP HOLL 6_10_N19-1609_4_NIR-07650
NIR-07649,43,2021,LP HOLL 6,CAS,10,N19-1609,3,2021_CAS_LP HOLL 6_10_N19-1609_3_NIR-07649
NIR-07648,21,2021,LP HOLL 6,CAS,10,N19-1609,2,2021_CAS_LP HOLL 6_10_N19-1609_2_NIR-07648
NIR-07647,3,2021,LP HOLL 6,CAS,10,N19-1609,1,2021_CAS_LP HOLL 6_10_N19-1609_1_NIR-07647
NIR-07646,67,2021,LP HOLL 6,CAS,9,N19-1608,4,2021_CAS_LP HOLL 6_9_N19-1608_4_NIR-07646
NIR-07645,49,2021,LP HOLL 6,CAS,9,N19-1608,3,2021_CAS_LP HOLL 6_9_N19-1608_3_NIR-07645
NIR-07644,24,2021,LP HOLL 6,CAS,9,N19-1608,2,2021_CAS_LP HOLL 6_9_N19-1608_2_NIR-07644
NIR-07643,10,2021,LP HOLL 6,CAS,9,N19-1608,1,2021_CAS_LP HOLL 6_9_N19-1608_1_NIR-07643
NIR-07642,75,2021,LP HOLL 6,CAS,8,N19-1599,4,2021_CAS_LP HOLL 6_8_N19-1599_4_NIR-07642
NIR-07641,55,2021,LP HOLL 6,CAS,8,N19-1599,3,2021_CAS_LP HOLL 6_8_N19-1599_3_NIR-07641
NIR-07640,27,2021,LP HOLL 6,CAS,8,N19-1599,2,2021_CAS_LP HOLL 6_8_N19-1599_2_NIR-07640
NIR-07639,16,2021,LP HOLL 6,CAS,8,N19-1599,1,2021_CAS_LP HOLL 6_8_N19-1599_1_NIR-07639
NIR-07638,62,2021,LP HOLL 6,CAS,7,N19-1593,4,2021_CAS_LP HOLL 6_7_N19-1593_4_NIR-07638
NIR-07637,44,2021,LP HOLL 6,CAS,7,N19-1593,3,2021_CAS_LP HOLL 6_7_N19-1593_3_NIR-07637
NIR-07636,38,2021,LP HOLL 6,CAS,7,N19-1593,2,2021_CAS_LP HOLL 6_7_N19-1593_2_NIR-07636
NIR-07635,11,2021,LP HOLL 6,CAS,7,N19-1593,1,2021_CAS_LP HOLL 6_7_N19-1593_1_NIR-07635
NIR-07634,71,2021,LP HOLL 6,CAS,6,N19-1587,4,2021_CAS_LP HOLL 6_6_N19-1587_4_NIR-07634
NIR-07633,58,2021,LP HOLL 6,CAS,6,N19-1587,3,2021_CAS_LP HOLL 6_6_N19-1587_3_NIR-07633
NIR-07632,25,2021,LP HOLL 6,CAS,6,N19-1587,2,2021_CAS_LP HOLL 6_6_N19-1587_2_NIR-07632
NIR-07631,7,2021,LP HOLL 6,CAS,6,N19-1587,1,2021_CAS_LP HOLL 6_6_N19-1587_1_NIR-07631
NIR-07630,74,2021,LP HOLL 6,CAS,5,N19-1579,4,2021_CAS_LP HOLL 6_5_N19-1579_4_NIR-07630
NIR-07629,59,2021,LP HOLL 6,CAS,5,N19-1579,3,2021_CAS_LP HOLL 6_5_N19-1579_3_NIR-07629
NIR-07628,40,2021,LP HOLL 6,CAS,5,N19-1579,2,2021_CAS_LP HOLL 6_5_N19-1579_2_NIR-07628
NIR-07627,4,2021,LP HOLL 6,CAS,5,N19-1579,1,2021_CAS_LP HOLL 6_5_N19-1579_1_NIR-07627
NIR-07626,61,2021,LP HOLL 6,CAS,4,N19-1556,4,2021_CAS_LP HOLL 6_4_N19-1556_4_NIR-07626
NIR-07625,47,2021,LP HOLL 6,CAS,4,N19-1556,3,2021_CAS_LP HOLL 6_4_N19-1556_3_NIR-07625
NIR-07624,35,2021,LP HOLL 6,CAS,4,N19-1556,2,2021_CAS_LP HOLL 6_4_N19-1556_2_NIR-07624
NIR-07623,2,2021,LP HOLL 6,CAS,4,N19-1556,1,2021_CAS_LP HOLL 6_4_N19-1556_1_NIR-07623
NIR-07622,65,2021,LP HOLL 6,CAS,3,N19-1550,4,2021_CAS_LP HOLL 6_3_N19-1550_4_NIR-07622
NIR-07621,51,2021,LP HOLL 6,CAS,3,N19-1550,3,2021_CAS_LP HOLL 6_3_N19-1550_3_NIR-07621
NIR-07620,39,2021,LP HOLL 6,CAS,3,N19-1550,2,2021_CAS_LP HOLL 6_3_N19-1550_2_NIR-07620
NIR-07619,12,2021,LP HOLL 6,CAS,3,N19-1550,1,2021_CAS_LP HOLL 6_3_N19-1550_1_NIR-07619
NIR-07618,78,2021,LP HOLL 6,CAS,2,N19-1531,4,2021_CAS_LP HOLL 6_2_N19-1531_4_NIR-07618
NIR-07617,52,2021,LP HOLL 6,CAS,2,N19-1531,3,2021_CAS_LP HOLL 6_2_N19-1531_3_NIR-07617
NIR-07616,26,2021,LP HOLL 6,CAS,2,N19-1531,2,2021_CAS_LP HOLL 6_2_N19-1531_2_NIR-07616
NIR-07615,1,2021,LP HOLL 6,CAS,2,N19-1531,1,2021_CAS_LP HOLL 6_2_N19-1531_1_NIR-07615
NIR-07614,73,2021,LP HOLL 6,CAS,1,N19-1521,4,2021_CAS_LP HOLL 6_1_N19-1521_4_NIR-07614
NIR-07613,46,2021,LP HOLL 6,CAS,1,N19-1521,3,2021_CAS_LP HOLL 6_1_N19-1521_3_NIR-07613
NIR-07612,30,2021,LP HOLL 6,CAS,1,N19-1521,2,2021_CAS_LP HOLL 6_1_N19-1521_2_NIR-07612
NIR-07611,8,2021,LP HOLL 6,CAS,1,N19-1521,1,2021_CAS_LP HOLL 6_1_N19-1521_1_NIR-07611
NIR-07770,68,2021,LP HOLL 6,PLY,20,NC-Roy,4,2021_PLY_LP HOLL 6_20_NC-Roy_4_NIR-07770
NIR-07769,60,2021,LP HOLL 6,PLY,20,NC-Roy,3,2021_PLY_LP HOLL 6_20_NC-Roy_3_NIR-07769
NIR-07768,38,2021,LP HOLL 6,PLY,20,NC-Roy,2,2021_PLY_LP HOLL 6_20_NC-Roy_2_NIR-07768
NIR-07767,3,2021,LP HOLL 6,PLY,20,NC-Roy,1,2021_PLY_LP HOLL 6_20_NC-Roy_1_NIR-07767
NIR-07766,67,2021,LP HOLL 6,PLY,19,Dunphy,4,2021_PLY_LP HOLL 6_19_Dunphy_4_NIR-07766
NIR-07765,58,2021,LP HOLL 6,PLY,19,Dunphy,3,2021_PLY_LP HOLL 6_19_Dunphy_3_NIR-07765
NIR-07764,29,2021,LP HOLL 6,PLY,19,Dunphy,2,2021_PLY_LP HOLL 6_19_Dunphy_2_NIR-07764
NIR-07763,2,2021,LP HOLL 6,PLY,19,Dunphy,1,2021_PLY_LP HOLL 6_19_Dunphy_1_NIR-07763
NIR-07762,73,2021,LP HOLL 6,PLY,18,N16-1286,4,2021_PLY_LP HOLL 6_18_N16-1286_4_NIR-07762
NIR-07761,50,2021,LP HOLL 6,PLY,18,N16-1286,3,2021_PLY_LP HOLL 6_18_N16-1286_3_NIR-07761
NIR-07760,33,2021,LP HOLL 6,PLY,18,N16-1286,2,2021_PLY_LP HOLL 6_18_N16-1286_2_NIR-07760
NIR-07759,20,2021,LP HOLL 6,PLY,18,N16-1286,1,2021_PLY_LP HOLL 6_18_N16-1286_1_NIR-07759
NIR-07758,77,2021,LP HOLL 6,PLY,17,N19-1681,4,2021_PLY_LP HOLL 6_17_N19-1681_4_NIR-07758
NIR-07757,52,2021,LP HOLL 6,PLY,17,N19-1681,3,2021_PLY_LP HOLL 6_17_N19-1681_3_NIR-07757
NIR-07756,28,2021,LP HOLL 6,PLY,17,N19-1681,2,2021_PLY_LP HOLL 6_17_N19-1681_2_NIR-07756
NIR-07755,19,2021,LP HOLL 6,PLY,17,N19-1681,1,2021_PLY_LP HOLL 6_17_N19-1681_1_NIR-07755
NIR-07754,66,2021,LP HOLL 6,PLY,16,N19-1662,4,2021_PLY_LP HOLL 6_16_N19-1662_4_NIR-07754
NIR-07753,59,2021,LP HOLL 6,PLY,16,N19-1662,3,2021_PLY_LP HOLL 6_16_N19-1662_3_NIR-07753
NIR-07752,26,2021,LP HOLL 6,PLY,16,N19-1662,2,2021_PLY_LP HOLL 6_16_N19-1662_2_NIR-07752
NIR-07751,17,2021,LP HOLL 6,PLY,16,N19-1662,1,2021_PLY_LP HOLL 6_16_N19-1662_1_NIR-07751
NIR-07750,74,2021,LP HOLL 6,PLY,15,N19-1658,4,2021_PLY_LP HOLL 6_15_N19-1658_4_NIR-07750
NIR-07749,54,2021,LP HOLL 6,PLY,15,N19-1658,3,2021_PLY_LP HOLL 6_15_N19-1658_3_NIR-07749
NIR-07748,23,2021,LP HOLL 6,PLY,15,N19-1658,2,2021_PLY_LP HOLL 6_15_N19-1658_2_NIR-07748
NIR-07747,12,2021,LP HOLL 6,PLY,15,N19-1658,1,2021_PLY_LP HOLL 6_15_N19-1658_1_NIR-07747
NIR-07746,71,2021,LP HOLL 6,PLY,14,N19-1657,4,2021_PLY_LP HOLL 6_14_N19-1657_4_NIR-07746
NIR-07745,49,2021,LP HOLL 6,PLY,14,N19-1657,3,2021_PLY_LP HOLL 6_14_N19-1657_3_NIR-07745
NIR-07744,37,2021,LP HOLL 6,PLY,14,N19-1657,2,2021_PLY_LP HOLL 6_14_N19-1657_2_NIR-07744
NIR-07743,5,2021,LP HOLL 6,PLY,14,N19-1657,1,2021_PLY_LP HOLL 6_14_N19-1657_1_NIR-07743
NIR-07742,62,2021,LP HOLL 6,PLY,13,N19-1635,4,2021_PLY_LP HOLL 6_13_N19-1635_4_NIR-07742
NIR-07741,53,2021,LP HOLL 6,PLY,13,N19-1635,3,2021_PLY_LP HOLL 6_13_N19-1635_3_NIR-07741
NIR-07740,34,2021,LP HOLL 6,PLY,13,N19-1635,2,2021_PLY_LP HOLL 6_13_N19-1635_2_NIR-07740
NIR-07739,6,2021,LP HOLL 6,PLY,13,N19-1635,1,2021_PLY_LP HOLL 6_13_N19-1635_1_NIR-07739
NIR-07738,69,2021,LP HOLL 6,PLY,12,N19-1626,4,2021_PLY_LP HOLL 6_12_N19-1626_4_NIR-07738
NIR-07737,56,2021,LP HOLL 6,PLY,12,N19-1626,3,2021_PLY_LP HOLL 6_12_N19-1626_3_NIR-07737
NIR-07736,24,2021,LP HOLL 6,PLY,12,N19-1626,2,2021_PLY_LP HOLL 6_12_N19-1626_2_NIR-07736
NIR-07735,18,2021,LP HOLL 6,PLY,12,N19-1626,1,2021_PLY_LP HOLL 6_12_N19-1626_1_NIR-07735
NIR-07734,78,2021,LP HOLL 6,PLY,11,N19-1625,4,2021_PLY_LP HOLL 6_11_N19-1625_4_NIR-07734
NIR-07733,51,2021,LP HOLL 6,PLY,11,N19-1625,3,2021_PLY_LP HOLL 6_11_N19-1625_3_NIR-07733
NIR-07732,39,2021,LP HOLL 6,PLY,11,N19-1625,2,2021_PLY_LP HOLL 6_11_N19-1625_2_NIR-07732
NIR-07731,16,2021,LP HOLL 6,PLY,11,N19-1625,1,2021_PLY_LP HOLL 6_11_N19-1625_1_NIR-07731
NIR-07730,76,2021,LP HOLL 6,PLY,10,N19-1609,4,2021_PLY_LP HOLL 6_10_N19-1609_4_NIR-07730
NIR-07729,46,2021,LP HOLL 6,PLY,10,N19-1609,3,2021_PLY_LP HOLL 6_10_N19-1609_3_NIR-07729
NIR-07728,35,2021,LP HOLL 6,PLY,10,N19-1609,2,2021_PLY_LP HOLL 6_10_N19-1609_2_NIR-07728
NIR-07727,10,2021,LP HOLL 6,PLY,10,N19-1609,1,2021_PLY_LP HOLL 6_10_N19-1609_1_NIR-07727
NIR-07726,61,2021,LP HOLL 6,PLY,9,N19-1608,4,2021_PLY_LP HOLL 6_9_N19-1608_4_NIR-07726
NIR-07725,42,2021,LP HOLL 6,PLY,9,N19-1608,3,2021_PLY_LP HOLL 6_9_N19-1608_3_NIR-07725
NIR-07724,27,2021,LP HOLL 6,PLY,9,N19-1608,2,2021_PLY_LP HOLL 6_9_N19-1608_2_NIR-07724
NIR-07723,9,2021,LP HOLL 6,PLY,9,N19-1608,1,2021_PLY_LP HOLL 6_9_N19-1608_1_NIR-07723
NIR-07722,63,2021,LP HOLL 6,PLY,8,N19-1599,4,2021_PLY_LP HOLL 6_8_N19-1599_4_NIR-07722
NIR-07721,44,2021,LP HOLL 6,PLY,8,N19-1599,3,2021_PLY_LP HOLL 6_8_N19-1599_3_NIR-07721
NIR-07720,40,2021,LP HOLL 6,PLY,8,N19-1599,2,2021_PLY_LP HOLL 6_8_N19-1599_2_NIR-07720
NIR-07719,8,2021,LP HOLL 6,PLY,8,N19-1599,1,2021_PLY_LP HOLL 6_8_N19-1599_1_NIR-07719
NIR-07718,80,2021,LP HOLL 6,PLY,7,N19-1593,4,2021_PLY_LP HOLL 6_7_N19-1593_4_NIR-07718
NIR-07717,41,2021,LP HOLL 6,PLY,7,N19-1593,3,2021_PLY_LP HOLL 6_7_N19-1593_3_NIR-07717
NIR-07716,25,2021,LP HOLL 6,PLY,7,N19-1593,2,2021_PLY_LP HOLL 6_7_N19-1593_2_NIR-07716
NIR-07715,1,2021,LP HOLL 6,PLY,7,N19-1593,1,2021_PLY_LP HOLL 6_7_N19-1593_1_NIR-07715
NIR-07714,72,2021,LP HOLL 6,PLY,6,N19-1587,4,2021_PLY_LP HOLL 6_6_N19-1587_4_NIR-07714
NIR-07713,45,2021,LP HOLL 6,PLY,6,N19-1587,3,2021_PLY_LP HOLL 6_6_N19-1587_3_NIR-07713
NIR-07712,32,2021,LP HOLL 6,PLY,6,N19-1587,2,2021_PLY_LP HOLL 6_6_N19-1587_2_NIR-07712
NIR-07711,7,2021,LP HOLL 6,PLY,6,N19-1587,1,2021_PLY_LP HOLL 6_6_N19-1587_1_NIR-07711
NIR-07710,70,2021,LP HOLL 6,PLY,5,N19-1579,4,2021_PLY_LP HOLL 6_5_N19-1579_4_NIR-07710
NIR-07709,47,2021,LP HOLL 6,PLY,5,N19-1579,3,2021_PLY_LP HOLL 6_5_N19-1579_3_NIR-07709
NIR-07708,30,2021,LP HOLL 6,PLY,5,N19-1579,2,2021_PLY_LP HOLL 6_5_N19-1579_2_NIR-07708
NIR-07707,14,2021,LP HOLL 6,PLY,5,N19-1579,1,2021_PLY_LP HOLL 6_5_N19-1579_1_NIR-07707
NIR-07706,79,2021,LP HOLL 6,PLY,4,N19-1556,4,2021_PLY_LP HOLL 6_4_N19-1556_4_NIR-07706
NIR-07705,55,2021,LP HOLL 6,PLY,4,N19-1556,3,2021_PLY_LP HOLL 6_4_N19-1556_3_NIR-07705
NIR-07704,36,2021,LP HOLL 6,PLY,4,N19-1556,2,2021_PLY_LP HOLL 6_4_N19-1556_2_NIR-07704
NIR-07703,4,2021,LP HOLL 6,PLY,4,N19-1556,1,2021_PLY_LP HOLL 6_4_N19-1556_1_NIR-07703
NIR-07702,65,2021,LP HOLL 6,PLY,3,N19-1550,4,2021_PLY_LP HOLL 6_3_N19-1550_4_NIR-07702
NIR-07701,57,2021,LP HOLL 6,PLY,3,N19-1550,3,2021_PLY_LP HOLL 6_3_N19-1550_3_NIR-07701
NIR-07700,21,2021,LP HOLL 6,PLY,3,N19-1550,2,2021_PLY_LP HOLL 6_3_N19-1550_2_NIR-07700
NIR-07699,11,2021,LP HOLL 6,PLY,3,N19-1550,1,2021_PLY_LP HOLL 6_3_N19-1550_1_NIR-07699
NIR-07698,75,2021,LP HOLL 6,PLY,2,N19-1531,4,2021_PLY_LP HOLL 6_2_N19-1531_4_NIR-07698
NIR-07697,48,2021,LP HOLL 6,PLY,2,N19-1531,3,2021_PLY_LP HOLL 6_2_N19-1531_3_NIR-07697
NIR-07696,22,2021,LP HOLL 6,PLY,2,N19-1531,2,2021_PLY_LP HOLL 6_2_N19-1531_2_NIR-07696
NIR-07695,13,2021,LP HOLL 6,PLY,2,N19-1531,1,2021_PLY_LP HOLL 6_2_N19-1531_1_NIR-07695
NIR-07694,64,2021,LP HOLL 6,PLY,1,N19-1521,4,2021_PLY_LP HOLL 6_1_N19-1521_4_NIR-07694
NIR-07693,43,2021,LP HOLL 6,PLY,1,N19-1521,3,2021_PLY_LP HOLL 6_1_N19-1521_3_NIR-07693
NIR-07692,31,2021,LP HOLL 6,PLY,1,N19-1521,2,2021_PLY_LP HOLL 6_1_N19-1521_2_NIR-07692
NIR-07691,15,2021,LP HOLL 6,PLY,1,N19-1521,1,2021_PLY_LP HOLL 6_1_N19-1521_1_NIR-07691
NIR-07845,55,2021,LU 5 Early-1,PLY,25,N16-8531,3,2021_PLY_LU 5 Early-1_25_N16-8531_3_NIR-07845
NIR-07844,27,2021,LU 5 Early-1,PLY,25,N16-8531,2,2021_PLY_LU 5 Early-1_25_N16-8531_2_NIR-07844
NIR-07843,3,2021,LU 5 Early-1,PLY,25,N16-8531,1,2021_PLY_LU 5 Early-1_25_N16-8531_1_NIR-07843
NIR-07842,69,2021,LU 5 Early-1,PLY,24,TN11-5102,3,2021_PLY_LU 5 Early-1_24_TN11-5102_3_NIR-07842
NIR-07841,38,2021,LU 5 Early-1,PLY,24,TN11-5102,2,2021_PLY_LU 5 Early-1_24_TN11-5102_2_NIR-07841
NIR-07840,17,2021,LU 5 Early-1,PLY,24,TN11-5102,1,2021_PLY_LU 5 Early-1_24_TN11-5102_1_NIR-07840
NIR-07839,57,2021,LU 5 Early-1,PLY,23,Osage,3,2021_PLY_LU 5 Early-1_23_Osage_3_NIR-07839
NIR-07838,42,2021,LU 5 Early-1,PLY,23,Osage,2,2021_PLY_LU 5 Early-1_23_Osage_2_NIR-07838
NIR-07837,9,2021,LU 5 Early-1,PLY,23,Osage,1,2021_PLY_LU 5 Early-1_23_Osage_1_NIR-07837
NIR-07836,54,2021,LU 5 Early-1,PLY,22,Ellis,3,2021_PLY_LU 5 Early-1_22_Ellis_3_NIR-07836
NIR-07835,45,2021,LU 5 Early-1,PLY,22,Ellis,2,2021_PLY_LU 5 Early-1_22_Ellis_2_NIR-07835
NIR-07834,7,2021,LU 5 Early-1,PLY,22,Ellis,1,2021_PLY_LU 5 Early-1_22_Ellis_1_NIR-07834
NIR-07833,64,2021,LU 5 Early-1,PLY,21,N18-789,3,2021_PLY_LU 5 Early-1_21_N18-789_3_NIR-07833
NIR-07832,49,2021,LU 5 Early-1,PLY,21,N18-789,2,2021_PLY_LU 5 Early-1_21_N18-789_2_NIR-07832
NIR-07831,12,2021,LU 5 Early-1,PLY,21,N18-789,1,2021_PLY_LU 5 Early-1_21_N18-789_1_NIR-07831
NIR-07830,67,2021,LU 5 Early-1,PLY,20,N18-779,3,2021_PLY_LU 5 Early-1_20_N18-779_3_NIR-07830
NIR-07829,36,2021,LU 5 Early-1,PLY,20,N18-779,2,2021_PLY_LU 5 Early-1_20_N18-779_2_NIR-07829
NIR-07828,20,2021,LU 5 Early-1,PLY,20,N18-779,1,2021_PLY_LU 5 Early-1_20_N18-779_1_NIR-07828
NIR-07827,71,2021,LU 5 Early-1,PLY,19,N18-672,3,2021_PLY_LU 5 Early-1_19_N18-672_3_NIR-07827
NIR-07826,28,2021,LU 5 Early-1,PLY,19,N18-672,2,2021_PLY_LU 5 Early-1_19_N18-672_2_NIR-07826
NIR-07825,8,2021,LU 5 Early-1,PLY,19,N18-672,1,2021_PLY_LU 5 Early-1_19_N18-672_1_NIR-07825
NIR-07824,73,2021,LU 5 Early-1,PLY,18,N18-452,3,2021_PLY_LU 5 Early-1_18_N18-452_3_NIR-07824
NIR-07823,29,2021,LU 5 Early-1,PLY,18,N18-452,2,2021_PLY_LU 5 Early-1_18_N18-452_2_NIR-07823
NIR-07822,25,2021,LU 5 Early-1,PLY,18,N18-452,1,2021_PLY_LU 5 Early-1_18_N18-452_1_NIR-07822
NIR-07821,61,2021,LU 5 Early-1,PLY,17,N18-446,3,2021_PLY_LU 5 Early-1_17_N18-446_3_NIR-07821
NIR-07820,48,2021,LU 5 Early-1,PLY,17,N18-446,2,2021_PLY_LU 5 Early-1_17_N18-446_2_NIR-07820
NIR-07819,16,2021,LU 5 Early-1,PLY,17,N18-446,1,2021_PLY_LU 5 Early-1_17_N18-446_1_NIR-07819
NIR-07818,63,2021,LU 5 Early-1,PLY,16,N18-409,3,2021_PLY_LU 5 Early-1_16_N18-409_3_NIR-07818
NIR-07817,44,2021,LU 5 Early-1,PLY,16,N18-409,2,2021_PLY_LU 5 Early-1_16_N18-409_2_NIR-07817
NIR-07816,4,2021,LU 5 Early-1,PLY,16,N18-409,1,2021_PLY_LU 5 Early-1_16_N18-409_1_NIR-07816
NIR-07815,66,2021,LU 5 Early-1,PLY,15,N18-406,3,2021_PLY_LU 5 Early-1_15_N18-406_3_NIR-07815
NIR-07814,31,2021,LU 5 Early-1,PLY,15,N18-406,2,2021_PLY_LU 5 Early-1_15_N18-406_2_NIR-07814
NIR-07813,5,2021,LU 5 Early-1,PLY,15,N18-406,1,2021_PLY_LU 5 Early-1_15_N18-406_1_NIR-07813
NIR-07812,72,2021,LU 5 Early-1,PLY,14,N18-333,3,2021_PLY_LU 5 Early-1_14_N18-333_3_NIR-07812
NIR-07811,35,2021,LU 5 Early-1,PLY,14,N18-333,2,2021_PLY_LU 5 Early-1_14_N18-333_2_NIR-07811
NIR-07810,24,2021,LU 5 Early-1,PLY,14,N18-333,1,2021_PLY_LU 5 Early-1_14_N18-333_1_NIR-07810
NIR-07809,62,2021,LU 5 Early-1,PLY,13,N18-326,3,2021_PLY_LU 5 Early-1_13_N18-326_3_NIR-07809
NIR-07808,37,2021,LU 5 Early-1,PLY,13,N18-326,2,2021_PLY_LU 5 Early-1_13_N18-326_2_NIR-07808
NIR-07807,10,2021,LU 5 Early-1,PLY,13,N18-326,1,2021_PLY_LU 5 Early-1_13_N18-326_1_NIR-07807
NIR-07806,52,2021,LU 5 Early-1,PLY,12,N18-296,3,2021_PLY_LU 5 Early-1_12_N18-296_3_NIR-07806
NIR-07805,46,2021,LU 5 Early-1,PLY,12,N18-296,2,2021_PLY_LU 5 Early-1_12_N18-296_2_NIR-07805
NIR-07804,6,2021,LU 5 Early-1,PLY,12,N18-296,1,2021_PLY_LU 5 Early-1_12_N18-296_1_NIR-07804
NIR-07803,58,2021,LU 5 Early-1,PLY,11,N18-285,3,2021_PLY_LU 5 Early-1_11_N18-285_3_NIR-07803
NIR-07802,34,2021,LU 5 Early-1,PLY,11,N18-285,2,2021_PLY_LU 5 Early-1_11_N18-285_2_NIR-07802
NIR-07801,22,2021,LU 5 Early-1,PLY,11,N18-285,1,2021_PLY_LU 5 Early-1_11_N18-285_1_NIR-07801
NIR-07800,65,2021,LU 5 Early-1,PLY,10,N18-245,3,2021_PLY_LU 5 Early-1_10_N18-245_3_NIR-07800
NIR-07799,39,2021,LU 5 Early-1,PLY,10,N18-245,2,2021_PLY_LU 5 Early-1_10_N18-245_2_NIR-07799
NIR-07798,1,2021,LU 5 Early-1,PLY,10,N18-245,1,2021_PLY_LU 5 Early-1_10_N18-245_1_NIR-07798
NIR-07797,68,2021,LU 5 Early-1,PLY,9,N18-235,3,2021_PLY_LU 5 Early-1_9_N18-235_3_NIR-07797
NIR-07796,47,2021,LU 5 Early-1,PLY,9,N18-235,2,2021_PLY_LU 5 Early-1_9_N18-235_2_NIR-07796
NIR-07795,23,2021,LU 5 Early-1,PLY,9,N18-235,1,2021_PLY_LU 5 Early-1_9_N18-235_1_NIR-07795
NIR-07794,59,2021,LU 5 Early-1,PLY,8,N18-175,3,2021_PLY_LU 5 Early-1_8_N18-175_3_NIR-07794
NIR-07793,40,2021,LU 5 Early-1,PLY,8,N18-175,2,2021_PLY_LU 5 Early-1_8_N18-175_2_NIR-07793
NIR-07792,2,2021,LU 5 Early-1,PLY,8,N18-175,1,2021_PLY_LU 5 Early-1_8_N18-175_1_NIR-07792
NIR-07791,53,2021,LU 5 Early-1,PLY,7,N17-550,3,2021_PLY_LU 5 Early-1_7_N17-550_3_NIR-07791
NIR-07790,50,2021,LU 5 Early-1,PLY,7,N17-550,2,2021_PLY_LU 5 Early-1_7_N17-550_2_NIR-07790
